archivo_original,tamano_patron,tiempo_busqueda_ns,ocurrencias
sources,1000,3090,1
sources,1000,3088,1
sources,1000,3100,1
sources,1000,3078,1
sources,1000,3141,1
sources,1000,3080,1
sources,1000,3107,1
sources,1000,12578,1
sources,1000,3906,1
sources,1000,3961,1
sources,1000,3783,1
sources,1000,3895,1
sources,1000,3712,1
sources,1000,3857,1
sources,1000,3875,1
sources,1000,3720,1
sources,1000,3891,1
sources,1000,3784,1
sources,1000,3837,1
sources,1000,3856,1
sources,1000,3840,1
sources,1000,3891,1
sources,1000,3746,1
sources,1000,3837,1
sources,1000,3867,1
sources,1000,3717,1
sources,1000,3838,1
sources,1000,3918,1
sources,1000,3700,1
sources,1000,3697,1
sources,1000,3890,1
sources,1000,3722,1
sources,1000,3859,1
sources,1000,3852,1
sources,1000,3882,1
sources,1000,3872,1
sources,1000,3713,1
sources,1000,11138,1
sources,1000,3567,1
sources,1000,3431,1
sources,1000,3548,1
sources,1000,3417,1
sources,1000,3536,1
sources,1000,3395,1
sources,1000,3374,1
sources,1000,3378,1
sources,1000,3379,1
sources,1000,3428,1
sources,1000,3390,1
sources,1000,3410,1
sources,1000,3365,1
sources,1000,3403,1
sources,1000,3404,1
sources,1000,3349,1
sources,1000,3366,1
sources,1000,3385,1
sources,1000,3534,1
sources,1000,3372,1
sources,1000,3357,1
sources,1000,3388,1
sources,1000,3365,1
sources,1000,3413,1
sources,1000,3369,1
sources,1000,3374,1
sources,1000,3377,1
sources,1000,3605,1
sources,1000,3382,1
sources,1000,12140,1
sources,1000,3418,1
sources,1000,3312,1
sources,1000,3262,1
sources,1000,3248,1
sources,1000,3394,1
sources,1000,3401,1
sources,1000,3359,1
sources,1000,3341,1
sources,1000,3368,1
sources,1000,3339,1
sources,1000,3373,1
sources,1000,3210,1
sources,1000,3353,1
sources,1000,3362,1
sources,1000,3378,1
sources,1000,3341,1
sources,1000,3374,1
sources,1000,3340,1
sources,1000,3214,1
sources,1000,3341,1
sources,1000,3355,1
sources,1000,3340,1
sources,1000,3365,1
sources,1000,3340,1
sources,1000,3368,1
sources,1000,3365,1
sources,1000,3336,1
sources,1000,3372,1
sources,1000,3344,1
sources,1000,9991,1
sources,1000,3638,1
sources,1000,3521,1
sources,1000,3534,1
sources,1000,3360,1
sources,1000,3338,1
sources,1000,3348,1
sources,1000,3335,1
sources,1000,3342,1
sources,1000,3323,1
sources,1000,3357,1
sources,1000,3405,1
sources,1000,3338,1
sources,1000,3384,1
sources,1000,3351,1
sources,1000,3395,1
sources,1000,3393,1
sources,1000,3370,1
sources,1000,3348,1
sources,1000,3340,1
sources,1000,3362,1
sources,1000,3357,1
sources,1000,3369,1
sources,1000,3356,1
sources,1000,3365,1
sources,1000,3366,1
sources,1000,3353,1
sources,1000,3349,1
sources,1000,3601,1
sources,1000,3354,1
sources,1000,10990,1
sources,1000,3382,1
sources,1000,3297,1
sources,1000,3308,1
sources,1000,3293,1
sources,1000,3286,1
sources,1000,3229,1
sources,1000,3237,1
sources,1000,3256,1
sources,1000,3264,1
sources,1000,3241,1
sources,1000,3258,1
sources,1000,3232,1
sources,1000,3448,1
sources,1000,3246,1
sources,1000,3263,1
sources,1000,3266,1
sources,1000,3249,1
sources,1000,3280,1
sources,1000,3264,1
sources,1000,3271,1
sources,1000,3250,1
sources,1000,3259,1
sources,1000,3238,1
sources,1000,3242,1
sources,1000,3235,1
sources,1000,3233,1
sources,1000,3269,1
sources,1000,3249,1
sources,1000,3240,1
sources,1000,13621,1
sources,1000,3596,1
sources,1000,3398,1
sources,1000,3391,1
sources,1000,3354,1
sources,1000,3353,1
sources,1000,3318,1
sources,1000,3369,1
sources,1000,3363,1
sources,1000,3321,1
sources,1000,3319,1
sources,1000,3324,1
sources,1000,3353,1
sources,1000,3322,1
sources,1000,3343,1
sources,1000,3330,1
sources,1000,3336,1
sources,1000,3322,1
sources,1000,3329,1
sources,1000,3320,1
sources,1000,3358,1
sources,1000,3343,1
sources,1000,3353,1
sources,1000,3356,1
sources,1000,3336,1
sources,1000,3326,1
sources,1000,3339,1
sources,1000,3325,1
sources,1000,3322,1
sources,1000,3336,1
sources,1000,9948,1
sources,1000,3553,1
sources,1000,3466,1
sources,1000,3448,1
sources,1000,3398,1
sources,1000,3361,1
sources,1000,3353,1
sources,1000,3361,1
sources,1000,3377,1
sources,1000,3361,1
sources,1000,3381,1
sources,1000,3345,1
sources,1000,3387,1
sources,1000,3346,1
sources,1000,3358,1
sources,1000,3382,1
sources,1000,3355,1
sources,1000,3361,1
sources,1000,3377,1
sources,1000,3406,1
sources,1000,3357,1
sources,1000,3366,1
sources,1000,3394,1
sources,1000,3429,1
sources,1000,3389,1
sources,1000,3372,1
sources,1000,3373,1
sources,1000,3359,1
sources,1000,3389,1
sources,1000,3372,1
sources,1000,11938,1
sources,1000,3859,1
sources,1000,3714,1
sources,1000,3631,1
sources,1000,3764,1
sources,1000,3586,1
sources,1000,3599,1
sources,1000,3597,1
sources,1000,3612,1
sources,1000,3610,1
sources,1000,3588,1
sources,1000,3578,1
sources,1000,3770,1
sources,1000,3583,1
sources,1000,3607,1
sources,1000,3624,1
sources,1000,3587,1
sources,1000,3571,1
sources,1000,3617,1
sources,1000,3566,1
sources,1000,3770,1
sources,1000,3604,1
sources,1000,3729,1
sources,1000,3591,1
sources,1000,3655,1
sources,1000,3591,1
sources,1000,3724,1
sources,1000,3717,1
sources,1000,3597,1
sources,1000,3581,1
sources,1000,10217,1
sources,1000,3565,1
sources,1000,3508,1
sources,1000,3466,1
sources,1000,3423,1
sources,1000,3388,1
sources,1000,3390,1
sources,1000,3390,1
sources,1000,3385,1
sources,1000,3394,1
sources,1000,3390,1
sources,1000,3412,1
sources,1000,3434,1
sources,1000,3396,1
sources,1000,3421,1
sources,1000,3400,1
sources,1000,3387,1
sources,1000,3400,1
sources,1000,3391,1
sources,1000,3380,1
sources,1000,3379,1
sources,1000,3398,1
sources,1000,3377,1
sources,1000,3406,1
sources,1000,3382,1
sources,1000,3414,1
sources,1000,3433,1
sources,1000,3411,1
sources,1000,3426,1
sources,1000,3385,1
sources,1000,10548,1
sources,1000,3723,1
sources,1000,3609,1
sources,1000,3552,1
sources,1000,3680,1
sources,1000,3665,1
sources,1000,3638,1
sources,1000,6507,1
sources,1000,3530,1
sources,1000,3652,1
sources,1000,3545,1
sources,1000,3633,1
sources,1000,3635,1
sources,1000,3506,1
sources,1000,3634,1
sources,1000,3645,1
sources,1000,3493,1
sources,1000,3636,1
sources,1000,3640,1
sources,1000,3635,1
sources,1000,3623,1
sources,1000,3636,1
sources,1000,3476,1
sources,1000,3480,1
sources,1000,3628,1
sources,1000,3622,1
sources,1000,3636,1
sources,1000,3483,1
sources,1000,3676,1
sources,1000,3632,1
sources,1000,10633,1
sources,1000,3662,1
sources,1000,3554,1
sources,1000,3541,1
sources,1000,3493,1
sources,1000,3429,1
sources,1000,3436,1
sources,1000,3458,1
sources,1000,3403,1
sources,1000,3393,1
sources,1000,3424,1
sources,1000,3423,1
sources,1000,3600,1
sources,1000,3430,1
sources,1000,3413,1
sources,1000,3499,1
sources,1000,3439,1
sources,1000,3411,1
sources,1000,3417,1
sources,1000,3444,1
sources,1000,3453,1
sources,1000,3423,1
sources,1000,3424,1
sources,1000,3412,1
sources,1000,3411,1
sources,1000,3491,1
sources,1000,3420,1
sources,1000,3410,1
sources,1000,3442,1
sources,1000,3440,1
sources,1000,12463,1
sources,1000,3697,1
sources,1000,3558,1
sources,1000,3561,1
sources,1000,3563,1
sources,1000,3497,1
sources,1000,3660,1
sources,1000,3614,1
sources,1000,3656,1
sources,1000,3494,1
sources,1000,3640,1
sources,1000,3483,1
sources,1000,3616,1
sources,1000,3605,1
sources,1000,3612,1
sources,1000,3598,1
sources,1000,3620,1
sources,1000,3612,1
sources,1000,3615,1
sources,1000,3616,1
sources,1000,3610,1
sources,1000,3613,1
sources,1000,3615,1
sources,1000,3600,1
sources,1000,3596,1
sources,1000,3601,1
sources,1000,3606,1
sources,1000,3603,1
sources,1000,3601,1
sources,1000,3621,1
sources,1000,11101,1
sources,1000,3577,1
sources,1000,3541,1
sources,1000,3494,1
sources,1000,3423,1
sources,1000,3361,1
sources,1000,3398,1
sources,1000,3359,1
sources,1000,3367,1
sources,1000,3380,1
sources,1000,3376,1
sources,1000,3421,1
sources,1000,3406,1
sources,1000,3390,1
sources,1000,3342,1
sources,1000,3357,1
sources,1000,3379,1
sources,1000,3367,1
sources,1000,3374,1
sources,1000,3355,1
sources,1000,3375,1
sources,1000,3360,1
sources,1000,3378,1
sources,1000,3371,1
sources,1000,3356,1
sources,1000,3356,1
sources,1000,3358,1
sources,1000,3414,1
sources,1000,3387,1
sources,1000,3353,1
sources,1000,9254,1
sources,1000,3279,1
sources,1000,3229,1
sources,1000,3234,1
sources,1000,3247,1
sources,1000,3206,1
sources,1000,3205,1
sources,1000,3240,1
sources,1000,3179,1
sources,1000,3198,1
sources,1000,3169,1
sources,1000,3180,1
sources,1000,3198,1
sources,1000,3191,1
sources,1000,3178,1
sources,1000,3230,1
sources,1000,3218,1
sources,1000,3186,1
sources,1000,3218,1
sources,1000,3211,1
sources,1000,3187,1
sources,1000,3201,1
sources,1000,3177,1
sources,1000,3192,1
sources,1000,3201,1
sources,1000,3195,1
sources,1000,3184,1
sources,1000,3199,1
sources,1000,3217,1
sources,1000,3235,1
sources,1000,13490,1
sources,1000,4296,1
sources,1000,4177,1
sources,1000,4154,1
sources,1000,4121,1
sources,1000,4101,1
sources,1000,4149,1
sources,1000,4117,1
sources,1000,4090,1
sources,1000,4140,1
sources,1000,4081,1
sources,1000,4138,1
sources,1000,4111,1
sources,1000,4078,1
sources,1000,4087,1
sources,1000,4095,1
sources,1000,4080,1
sources,1000,4103,1
sources,1000,4119,1
sources,1000,4090,1
sources,1000,4095,1
sources,1000,4112,1
sources,1000,4138,1
sources,1000,4085,1
sources,1000,4108,1
sources,1000,4092,1
sources,1000,4121,1
sources,1000,4094,1
sources,1000,4092,1
sources,1000,4095,1
sources,1000,10744,1
sources,1000,3592,1
sources,1000,3528,1
sources,1000,3527,1
sources,1000,3615,1
sources,1000,3589,1
sources,1000,3573,1
sources,1000,3595,1
sources,1000,3605,1
sources,1000,3611,1
sources,1000,3547,1
sources,1000,3551,1
sources,1000,3558,1
sources,1000,3544,1
sources,1000,3574,1
sources,1000,3572,1
sources,1000,3539,1
sources,1000,3705,1
sources,1000,3585,1
sources,1000,3567,1
sources,1000,3571,1
sources,1000,3579,1
sources,1000,3575,1
sources,1000,3546,1
sources,1000,3596,1
sources,1000,3569,1
sources,1000,3579,1
sources,1000,3558,1
sources,1000,3554,1
sources,1000,3585,1
sources,1000,9150,1
sources,1000,3514,1
sources,1000,3469,1
sources,1000,3477,1
sources,1000,3554,1
sources,1000,3557,1
sources,1000,3525,1
sources,1000,3453,1
sources,1000,3406,1
sources,1000,3409,1
sources,1000,3441,1
sources,1000,3423,1
sources,1000,3396,1
sources,1000,3394,1
sources,1000,3395,1
sources,1000,3375,1
sources,1000,3407,1
sources,1000,3415,1
sources,1000,3420,1
sources,1000,3438,1
sources,1000,3385,1
sources,1000,3494,1
sources,1000,3373,1
sources,1000,3420,1
sources,1000,3398,1
sources,1000,3390,1
sources,1000,3401,1
sources,1000,3433,1
sources,1000,3391,1
sources,1000,3398,1
sources,1000,11312,1
sources,1000,3675,1
sources,1000,3612,1
sources,1000,3415,1
sources,1000,3385,1
sources,1000,3349,1
sources,1000,3493,1
sources,1000,3355,1
sources,1000,3356,1
sources,1000,3363,1
sources,1000,3352,1
sources,1000,3348,1
sources,1000,3383,1
sources,1000,3337,1
sources,1000,3361,1
sources,1000,3350,1
sources,1000,3341,1
sources,1000,3353,1
sources,1000,3361,1
sources,1000,3346,1
sources,1000,3360,1
sources,1000,3484,1
sources,1000,3349,1
sources,1000,3356,1
sources,1000,3368,1
sources,1000,3388,1
sources,1000,3411,1
sources,1000,3351,1
sources,1000,3364,1
sources,1000,3362,1
sources,1000,10440,1
sources,1000,3806,1
sources,1000,3710,1
sources,1000,3675,1
sources,1000,3667,1
sources,1000,3646,1
sources,1000,3619,1
sources,1000,3657,1
sources,1000,3648,1
sources,1000,3655,1
sources,1000,3653,1
sources,1000,3484,1
sources,1000,3644,1
sources,1000,3648,1
sources,1000,3698,1
sources,1000,3628,1
sources,1000,3637,1
sources,1000,3627,1
sources,1000,3657,1
sources,1000,3627,1
sources,1000,3662,1
sources,1000,3630,1
sources,1000,3668,1
sources,1000,3658,1
sources,1000,3665,1
sources,1000,3666,1
sources,1000,3623,1
sources,1000,3668,1
sources,1000,3644,1
sources,1000,3661,1
sources,1000,9887,1
sources,1000,3381,1
sources,1000,3284,1
sources,1000,3260,1
sources,1000,3199,1
sources,1000,3197,1
sources,1000,3234,1
sources,1000,3244,1
sources,1000,3212,1
sources,1000,3251,1
sources,1000,3181,1
sources,1000,3172,1
sources,1000,3180,1
sources,1000,3190,1
sources,1000,3183,1
sources,1000,3191,1
sources,1000,3201,1
sources,1000,3177,1
sources,1000,3172,1
sources,1000,3167,1
sources,1000,3235,1
sources,1000,3225,1
sources,1000,3202,1
sources,1000,3223,1
sources,1000,3188,1
sources,1000,3216,1
sources,1000,3233,1
sources,1000,3228,1
sources,1000,3219,1
sources,1000,3179,1
sources,1000,11765,1
sources,1000,4049,1
sources,1000,4047,1
sources,1000,3973,1
sources,1000,3981,1
sources,1000,3944,1
sources,1000,3966,1
sources,1000,3939,1
sources,1000,3928,1
sources,1000,3950,1
sources,1000,3930,1
sources,1000,3907,1
sources,1000,3925,1
sources,1000,3916,1
sources,1000,3927,1
sources,1000,3898,1
sources,1000,3912,1
sources,1000,3912,1
sources,1000,4005,1
sources,1000,3923,1
sources,1000,3932,1
sources,1000,3933,1
sources,1000,3941,1
sources,1000,3920,1
sources,1000,3912,1
sources,1000,3936,1
sources,1000,3930,1
sources,1000,3940,1
sources,1000,3919,1
sources,1000,3899,1
sources,1000,12731,1
sources,1000,5559,1
sources,1000,5345,1
sources,1000,5356,1
sources,1000,5358,1
sources,1000,5263,1
sources,1000,5277,1
sources,1000,5245,1
sources,1000,5263,1
sources,1000,5277,1
sources,1000,5254,1
sources,1000,5276,1
sources,1000,5276,1
sources,1000,5321,1
sources,1000,5247,1
sources,1000,5269,1
sources,1000,5286,1
sources,1000,5302,1
sources,1000,5275,1
sources,1000,5261,1
sources,1000,5315,1
sources,1000,5287,1
sources,1000,5288,1
sources,1000,5278,1
sources,1000,5297,1
sources,1000,5300,1
sources,1000,5262,1
sources,1000,5255,1
sources,1000,5271,1
sources,1000,5277,1
sources,1000,12298,2
sources,1000,4876,2
sources,1000,4773,2
sources,1000,4739,2
sources,1000,4710,2
sources,1000,4685,2
sources,1000,4648,2
sources,1000,4655,2
sources,1000,4636,2
sources,1000,4641,2
sources,1000,4638,2
sources,1000,4658,2
sources,1000,4644,2
sources,1000,4630,2
sources,1000,4621,2
sources,1000,4651,2
sources,1000,4636,2
sources,1000,4637,2
sources,1000,4644,2
sources,1000,4629,2
sources,1000,4641,2
sources,1000,4654,2
sources,1000,4676,2
sources,1000,4650,2
sources,1000,4617,2
sources,1000,4655,2
sources,1000,4641,2
sources,1000,4638,2
sources,1000,4646,2
sources,1000,4637,2
sources,1000,11236,1
sources,1000,3849,1
sources,1000,3749,1
sources,1000,3674,1
sources,1000,3678,1
sources,1000,3606,1
sources,1000,3678,1
sources,1000,3624,1
sources,1000,3642,1
sources,1000,3651,1
sources,1000,3618,1
sources,1000,3499,1
sources,1000,3607,1
sources,1000,3602,1
sources,1000,3668,1
sources,1000,3596,1
sources,1000,3640,1
sources,1000,3661,1
sources,1000,3633,1
sources,1000,3634,1
sources,1000,3629,1
sources,1000,3635,1
sources,1000,3626,1
sources,1000,3613,1
sources,1000,3651,1
sources,1000,3604,1
sources,1000,3624,1
sources,1000,3613,1
sources,1000,3627,1
sources,1000,3622,1
sources,1000,11006,1
sources,1000,3380,1
sources,1000,3394,1
sources,1000,3397,1
sources,1000,3485,1
sources,1000,3221,1
sources,1000,3267,1
sources,1000,3219,1
sources,1000,3224,1
sources,1000,3291,1
sources,1000,3252,1
sources,1000,3221,1
sources,1000,3253,1
sources,1000,3249,1
sources,1000,3242,1
sources,1000,3235,1
sources,1000,3210,1
sources,1000,3209,1
sources,1000,3217,1
sources,1000,3235,1
sources,1000,3377,1
sources,1000,3218,1
sources,1000,3204,1
sources,1000,3270,1
sources,1000,3262,1
sources,1000,3219,1
sources,1000,3238,1
sources,1000,3244,1
sources,1000,3212,1
sources,1000,3211,1
sources,10000,48909,1
sources,10000,37188,1
sources,10000,37063,1
sources,10000,37070,1
sources,10000,37053,1
sources,10000,37067,1
sources,10000,37020,1
sources,10000,37035,1
sources,10000,37069,1
sources,10000,36975,1
sources,10000,37010,1
sources,10000,36863,1
sources,10000,36862,1
sources,10000,36843,1
sources,10000,36855,1
sources,10000,36870,1
sources,10000,36859,1
sources,10000,36864,1
sources,10000,36855,1
sources,10000,36858,1
sources,10000,36856,1
sources,10000,36969,1
sources,10000,36945,1
sources,10000,36910,1
sources,10000,36875,1
sources,10000,293657,1
sources,10000,36894,1
sources,10000,38891,1
sources,10000,36918,1
sources,10000,36865,1
sources,10000,35719,1
sources,10000,27215,1
sources,10000,26800,1
sources,10000,26723,1
sources,10000,26715,1
sources,10000,26715,1
sources,10000,26710,1
sources,10000,26691,1
sources,10000,26679,1
sources,10000,26669,1
sources,10000,26668,1
sources,10000,26653,1
sources,10000,26671,1
sources,10000,26674,1
sources,10000,26689,1
sources,10000,26668,1
sources,10000,26661,1
sources,10000,26658,1
sources,10000,26669,1
sources,10000,26681,1
sources,10000,26653,1
sources,10000,26657,1
sources,10000,26660,1
sources,10000,26645,1
sources,10000,26661,1
sources,10000,26671,1
sources,10000,26705,1
sources,10000,26686,1
sources,10000,26674,1
sources,10000,26676,1
sources,10000,36335,1
sources,10000,27228,1
sources,10000,26786,1
sources,10000,26789,1
sources,10000,26618,1
sources,10000,26610,1
sources,10000,26596,1
sources,10000,26575,1
sources,10000,26569,1
sources,10000,26607,1
sources,10000,26571,1
sources,10000,26587,1
sources,10000,26576,1
sources,10000,26587,1
sources,10000,26573,1
sources,10000,26577,1
sources,10000,26601,1
sources,10000,26629,1
sources,10000,26562,1
sources,10000,26592,1
sources,10000,26567,1
sources,10000,27989,1
sources,10000,26549,1
sources,10000,26553,1
sources,10000,26553,1
sources,10000,26554,1
sources,10000,26560,1
sources,10000,26554,1
sources,10000,26559,1
sources,10000,26645,1
sources,10000,38860,1
sources,10000,26837,1
sources,10000,26666,1
sources,10000,26695,1
sources,10000,26651,1
sources,10000,26711,1
sources,10000,26619,1
sources,10000,26639,1
sources,10000,26631,1
sources,10000,26713,1
sources,10000,26619,1
sources,10000,26639,1
sources,10000,26660,1
sources,10000,26626,1
sources,10000,26616,1
sources,10000,26625,1
sources,10000,26609,1
sources,10000,26602,1
sources,10000,26590,1
sources,10000,26619,1
sources,10000,26608,1
sources,10000,26635,1
sources,10000,26594,1
sources,10000,26613,1
sources,10000,26604,1
sources,10000,26630,1
sources,10000,26592,1
sources,10000,26678,1
sources,10000,26606,1
sources,10000,26592,1
sources,10000,34294,1
sources,10000,26835,1
sources,10000,26702,1
sources,10000,26752,1
sources,10000,26652,1
sources,10000,26625,1
sources,10000,26606,1
sources,10000,26578,1
sources,10000,26584,1
sources,10000,26564,1
sources,10000,26559,1
sources,10000,26570,1
sources,10000,26598,1
sources,10000,26566,1
sources,10000,26553,1
sources,10000,26562,1
sources,10000,26578,1
sources,10000,26555,1
sources,10000,26558,1
sources,10000,26552,1
sources,10000,26563,1
sources,10000,26589,1
sources,10000,26557,1
sources,10000,26569,1
sources,10000,26549,1
sources,10000,26560,1
sources,10000,26560,1
sources,10000,26563,1
sources,10000,26574,1
sources,10000,26569,1
sources,10000,38008,1
sources,10000,26672,1
sources,10000,26553,1
sources,10000,26548,1
sources,10000,26543,1
sources,10000,26447,1
sources,10000,26462,1
sources,10000,26457,1
sources,10000,26455,1
sources,10000,26442,1
sources,10000,26431,1
sources,10000,26424,1
sources,10000,26463,1
sources,10000,26456,1
sources,10000,26449,1
sources,10000,26419,1
sources,10000,26428,1
sources,10000,26421,1
sources,10000,26499,1
sources,10000,26424,1
sources,10000,26429,1
sources,10000,26420,1
sources,10000,26406,1
sources,10000,26428,1
sources,10000,26406,1
sources,10000,26417,1
sources,10000,26425,1
sources,10000,26433,1
sources,10000,26413,1
sources,10000,26447,1
sources,10000,35483,1
sources,10000,26510,1
sources,10000,26414,1
sources,10000,26407,1
sources,10000,26406,1
sources,10000,26403,1
sources,10000,26414,1
sources,10000,26396,1
sources,10000,26380,1
sources,10000,26386,1
sources,10000,26375,1
sources,10000,26414,1
sources,10000,26382,1
sources,10000,26498,1
sources,10000,26421,1
sources,10000,26389,1
sources,10000,26425,1
sources,10000,26407,1
sources,10000,26385,1
sources,10000,26418,1
sources,10000,26379,1
sources,10000,26405,1
sources,10000,26367,1
sources,10000,26477,1
sources,10000,26377,1
sources,10000,26384,1
sources,10000,26375,1
sources,10000,26390,1
sources,10000,26446,1
sources,10000,26384,1
sources,10000,32291,1
sources,10000,26536,1
sources,10000,26485,1
sources,10000,26464,1
sources,10000,26446,1
sources,10000,26388,1
sources,10000,26407,1
sources,10000,26372,1
sources,10000,26362,1
sources,10000,26418,1
sources,10000,26371,1
sources,10000,26427,1
sources,10000,26382,1
sources,10000,26354,1
sources,10000,26352,1
sources,10000,26368,1
sources,10000,26363,1
sources,10000,26359,1
sources,10000,26344,1
sources,10000,26355,1
sources,10000,26399,1
sources,10000,26367,1
sources,10000,26379,1
sources,10000,26393,1
sources,10000,26362,1
sources,10000,26377,1
sources,10000,26359,1
sources,10000,26360,1
sources,10000,26389,1
sources,10000,26341,1
sources,10000,32182,1
sources,10000,26669,1
sources,10000,26568,1
sources,10000,26544,1
sources,10000,26571,1
sources,10000,26492,1
sources,10000,26506,1
sources,10000,26507,1
sources,10000,26542,1
sources,10000,26492,1
sources,10000,26493,1
sources,10000,26491,1
sources,10000,26511,1
sources,10000,26495,1
sources,10000,26486,1
sources,10000,26473,1
sources,10000,26494,1
sources,10000,26479,1
sources,10000,26472,1
sources,10000,26465,1
sources,10000,26457,1
sources,10000,26481,1
sources,10000,26461,1
sources,10000,26475,1
sources,10000,26500,1
sources,10000,26466,1
sources,10000,26476,1
sources,10000,26479,1
sources,10000,26475,1
sources,10000,26533,1
sources,10000,36768,1
sources,10000,28707,1
sources,10000,28644,1
sources,10000,28556,1
sources,10000,28633,1
sources,10000,28491,1
sources,10000,28533,1
sources,10000,28545,1
sources,10000,28470,1
sources,10000,28434,1
sources,10000,28404,1
sources,10000,28434,1
sources,10000,28319,1
sources,10000,28339,1
sources,10000,28315,1
sources,10000,28328,1
sources,10000,28312,1
sources,10000,35081,1
sources,10000,28324,1
sources,10000,28350,1
sources,10000,28352,1
sources,10000,28349,1
sources,10000,28354,1
sources,10000,28349,1
sources,10000,28341,1
sources,10000,28351,1
sources,10000,28321,1
sources,10000,28343,1
sources,10000,28357,1
sources,10000,29810,1
sources,10000,34020,1
sources,10000,27019,1
sources,10000,26651,1
sources,10000,26612,1
sources,10000,26573,1
sources,10000,26581,1
sources,10000,26582,1
sources,10000,26591,1
sources,10000,26603,1
sources,10000,26579,1
sources,10000,26627,1
sources,10000,26559,1
sources,10000,26637,1
sources,10000,26565,1
sources,10000,26570,1
sources,10000,26578,1
sources,10000,26556,1
sources,10000,26554,1
sources,10000,26547,1
sources,10000,26573,1
sources,10000,26555,1
sources,10000,26568,1
sources,10000,26566,1
sources,10000,26567,1
sources,10000,26614,1
sources,10000,26603,1
sources,10000,26552,1
sources,10000,26536,1
sources,10000,26542,1
sources,10000,26565,1
sources,10000,33522,1
sources,10000,26850,1
sources,10000,26562,1
sources,10000,26539,1
sources,10000,26494,1
sources,10000,26458,1
sources,10000,26419,1
sources,10000,26422,1
sources,10000,26433,1
sources,10000,26432,1
sources,10000,26426,1
sources,10000,26467,1
sources,10000,26470,1
sources,10000,26409,1
sources,10000,26436,1
sources,10000,26418,1
sources,10000,26425,1
sources,10000,26414,1
sources,10000,26445,1
sources,10000,26423,1
sources,10000,26441,1
sources,10000,26426,1
sources,10000,26463,1
sources,10000,26441,1
sources,10000,26471,1
sources,10000,26441,1
sources,10000,26439,1
sources,10000,26437,1
sources,10000,26423,1
sources,10000,26433,1
sources,10000,32249,1
sources,10000,26966,1
sources,10000,26479,1
sources,10000,26463,1
sources,10000,26429,1
sources,10000,26432,1
sources,10000,26434,1
sources,10000,26430,1
sources,10000,26437,1
sources,10000,26422,1
sources,10000,26394,1
sources,10000,26423,1
sources,10000,26412,1
sources,10000,26425,1
sources,10000,26425,1
sources,10000,26493,1
sources,10000,26447,1
sources,10000,26415,1
sources,10000,26412,1
sources,10000,26410,1
sources,10000,26395,1
sources,10000,26394,1
sources,10000,26401,1
sources,10000,26417,1
sources,10000,26426,1
sources,10000,26429,1
sources,10000,26410,1
sources,10000,26410,1
sources,10000,26399,1
sources,10000,26421,1
sources,10000,31762,1
sources,10000,26875,1
sources,10000,26516,1
sources,10000,26467,1
sources,10000,26457,1
sources,10000,26470,1
sources,10000,26461,1
sources,10000,26430,1
sources,10000,26434,1
sources,10000,26437,1
sources,10000,26407,1
sources,10000,26439,1
sources,10000,26459,1
sources,10000,26431,1
sources,10000,26418,1
sources,10000,26416,1
sources,10000,26425,1
sources,10000,26424,1
sources,10000,26415,1
sources,10000,26432,1
sources,10000,26428,1
sources,10000,26418,1
sources,10000,26430,1
sources,10000,26416,1
sources,10000,26419,1
sources,10000,26428,1
sources,10000,26412,1
sources,10000,26426,1
sources,10000,26427,1
sources,10000,26413,1
sources,10000,37051,1
sources,10000,27330,1
sources,10000,26865,1
sources,10000,30459,1
sources,10000,26853,1
sources,10000,26803,1
sources,10000,26816,1
sources,10000,26787,1
sources,10000,26768,1
sources,10000,26803,1
sources,10000,26788,1
sources,10000,26783,1
sources,10000,26802,1
sources,10000,26792,1
sources,10000,26798,1
sources,10000,26759,1
sources,10000,26780,1
sources,10000,26792,1
sources,10000,26761,1
sources,10000,26760,1
sources,10000,26784,1
sources,10000,26782,1
sources,10000,26768,1
sources,10000,26759,1
sources,10000,26779,1
sources,10000,26759,1
sources,10000,26777,1
sources,10000,26769,1
sources,10000,26769,1
sources,10000,26781,1
sources,10000,35905,1
sources,10000,27465,1
sources,10000,27048,1
sources,10000,27090,1
sources,10000,26924,1
sources,10000,26907,1
sources,10000,26907,1
sources,10000,26880,1
sources,10000,26923,1
sources,10000,26921,1
sources,10000,26914,1
sources,10000,26892,1
sources,10000,26897,1
sources,10000,26879,1
sources,10000,26894,1
sources,10000,26905,1
sources,10000,26896,1
sources,10000,26879,1
sources,10000,26890,1
sources,10000,26893,1
sources,10000,26893,1
sources,10000,26998,1
sources,10000,26896,1
sources,10000,26898,1
sources,10000,26899,1
sources,10000,26876,1
sources,10000,26882,1
sources,10000,26896,1
sources,10000,26898,1
sources,10000,26899,1
sources,10000,36566,1
sources,10000,27114,1
sources,10000,26976,1
sources,10000,26959,1
sources,10000,26959,1
sources,10000,26896,1
sources,10000,26865,1
sources,10000,26871,1
sources,10000,26861,1
sources,10000,26882,1
sources,10000,26871,1
sources,10000,26869,1
sources,10000,26862,1
sources,10000,26894,1
sources,10000,26880,1
sources,10000,26877,1
sources,10000,26876,1
sources,10000,26854,1
sources,10000,26855,1
sources,10000,26880,1
sources,10000,26892,1
sources,10000,26897,1
sources,10000,26882,1
sources,10000,26910,1
sources,10000,26897,1
sources,10000,26875,1
sources,10000,26871,1
sources,10000,28299,1
sources,10000,26869,1
sources,10000,26887,1
sources,10000,37016,1
sources,10000,26884,1
